name,live,prerequisites,h_position,v_position,creation_date,seconds_per_fast_problem,pretty_display_name,short_display_name,topic,area
equation_of_a_circle_2,TRUE,equation_of_a_circle_1,48,4,2012-10-11 17:55:24.17114 UTC,17,圓的方程式 2,圓的方程式2,conic-sections,algebra
angles_of_a_polygon,TRUE,quadrilateral_types,34,-13,2012-10-11 17:55:40.14387 UTC,6,多邊形的角,多角,quadrilaterals-and-polygons,geometry
trigonometry_2,TRUE,trigonometry_1.5,51,-25,2012-10-11 17:55:51.43287 UTC,7,三角函數 2,三角函數2,trigonometry,analytic-geometry
reading_pictographs_1,TRUE,reading_tables_1,15,-23,2012-10-11 17:55:58.71356 UTC,5,象形圖 1,象形圖1,statistics,probability-statistics
power_rule,TRUE,derivatives_1,59,-26,2012-10-11 17:56:03.40214 UTC,7,乘冪法則,乘冪法則,calculus,calculus
converting_between_point_slope_and_slope_intercept,TRUE,"point_slope_form,slope_intercept_form",40,8,2012-10-11 17:54:49.03186 UTC,8,點斜式與斜截式的轉換,點斜斜截轉換,linear-equations-and-inequalitie,algebra
linear_inequalities,TRUE,"linear_equations_3,one_step_inequalities",31,13,2012-10-11 17:54:54.05925 UTC,15,線性不等式,線性不等式,solving-linear-equations-and-inequalities,algebra
reading_tables_1,TRUE,"multiplication_1.5,common_form_for_life",14,-23,2012-10-11 17:55:55.91261 UTC,6,看表格 1,表格1,statistics,probability-statistics
converting_fractions_to_decimals,TRUE,"dividing_decimals_0.5,recognizing_fractions_0.5",20,0,2012-10-11 17:54:31.87564 UTC,12,分數轉換成小數,分數轉小數,fractions,arithmetic
dividing_decimals,TRUE,dividing_decimals_2,17,-1,2012-10-11 17:54:41.37669 UTC,15,小數除以小數,除小數,decimals,arithmetic
combining_like_terms_1,TRUE,multiplying_radicals,25,7,2012-10-11 17:54:56.50035 UTC,7,簡化式子 1,簡化式子1,solving-linear-equations-and-inequalities,algebra
imaginary_unit_powers,TRUE,equation_of_a_line,45,-12,2012-10-11 17:55:26.9554 UTC,5,虛數 i 的次方,i 的次方,complex-numbers,algebra
congruent_angles,TRUE,"same_side_exterior_angles,same_side_interior_angles,alternate_exterior_angles,corresponding_angles,alternate_interior_angles",31,-27,2012-10-11 17:55:43.30396 UTC,4,全等角,全等角,parallel-and-perpendicular-lines,geometry
radius_diameter_and_circumference,TRUE,"parts_of_circles,understand_circle",22,-21,2012-10-11 17:55:30.80518 UTC,4,半徑、直徑與圓周,圓周,basic-geometry,geometry
conditional_statements_2,FALSE,,31,-32,2012-10-11 17:55:49.55014 UTC,14,條件命題 2,條件命題 2,logical-reasoning,logics
vertical_angles_2,TRUE,"complementary_and_supplementary_angles,exploring_angle_pairs_1",28,-19,2012-10-11 17:55:39.01783 UTC,10,對頂角代數計算,對頂角代數計算,segments-and-angles,analytic-geometry
derivatives_1,TRUE,derivative_intuition,58,-25,2012-10-11 17:56:03.7078 UTC,7,微分 1,微分1,calculus,calculus
ratio_word_problems,TRUE,,29,-8,2012-10-11 17:54:12.46666 UTC,7,比值應用題,比值應用,rates-and-ratios,arithmetic
matrix_mul_zero_one,TRUE,matrix_add_zero_negative,51,15,2014-04-30 07:24:26.17387 UTC,6,與零矩陣以及單位矩陣的乘法,零與單位矩陣的乘法,vectors-matrix,algebra
computing_law_with_power,TRUE,square_roots,21,5,2014-08-31 04:35:52.83013 UTC,7,含有乘方的運算規則,含有乘方的運算規則,exponents-radicals,algebra
number_sense_length_l3,TRUE,number_sense_length_l2,8,15,2015-02-10 12:03:30.94277 UTC,4,長度的量感3,長度的量感3,quantity-sense,arithmetic
volume_space,TRUE,area_of_squares_and_rectangles,37,-15,2014-02-06 04:27:08.30335 UTC,7,盒子的內部空間,盒子的內部空間,area-perimeter-and-volume,geometry
ungroup_median,TRUE,mean_median_and_mode,20,-24,2014-09-04 06:41:39.84341 UTC,17,未分組資料中位數的計算,未分組資料中位數的計算,statistics,probability-statistics
multiple_brackets,TRUE,simplificate_ractional_formula,29,5,2014-06-26 03:56:22.60886 UTC,57,多重括號的運算,多重括號的運算,solving-linear-equations-and-inequalities,algebra
completing_the_square_2_new,TRUE,completing_the_square_1_new,52,-1,2014-12-30 16:21:51.97704 UTC,55,配方法解一元二次式2,配方法解一元二次式2,quadtratics,algebra
understand_large_numbers_and_conversion,TRUE,"place_value,place_value_concept",16,5,2014-08-31 05:40:23.70196 UTC,6,"認識大數並作位值單位換算(含億, 兆)",大數億兆作位值單位換算,decimals,arithmetic
compare_shapes,TRUE,"naming_shapes_2,naming_shapes",23,-15,2015-01-12 07:12:30.17349 UTC,4,圖形的比較,圖形的比較,basic-geometry,geometry
time_units_transformation_3,TRUE,time_units_transformation_1,12,11,2014-03-17 05:14:45.4108 UTC,8,時間單位的轉換 3,時間單位的轉換3,telling-time,arithmetic
application_division_large_nums,TRUE,hundred_million_adding_and_subtracting,15,7,2014-08-31 05:21:38.77407 UTC,13,大數的除法應用,大數的除法應用,addition-subtraction,arithmetic
addition_two_numbers,TRUE,time_terminology,7,12,2014-09-04 06:44:03.87071 UTC,21,連除兩數相當於除此兩數之積,連除兩數相當於除此兩數,multiplication-division,arithmetic
absolute_value_add_sub_properties,TRUE,absolute_value_add_sub,24,13,2014-05-07 05:56:21.02683 UTC,8,絕對值加減運算的性質,絕對值加減運算的性質,absolute-value,algebra
constructing_and_interpreting_absolute_value,TRUE,interpreting_absolute_value,22,12,2015-01-29 09:44:53.64317 UTC,6,絕對值的文字應用題,絕對值的文字應用題,absolute-value,algebra
dividing_polynomials_6,TRUE,dividing_polynomials_5,51,-9,2014-05-07 06:03:11.46046 UTC,23,多項式的除法3,多項式的除法3,polynomials,algebra
matrix_mul_two,FALSE,"matrix_add_sub_3,matrix_add_sub_3",51,16,2014-06-20 03:42:01.7206 UTC,10,兩個矩陣的乘法,兩個矩陣的乘法,N/A,N/A
multiple_proportions_reasoning,TRUE,calculation_of_proportions,32,-7,2014-07-08 07:04:05.90422 UTC,13,連比,連比,rates-and-ratios,arithmetic
seq_understanding_sequence_1,TRUE,,28,3,2015-01-20 09:47:02.61344 UTC,7,認識數列1,認識數列1,sequence_and_series,arithmetic
naming_shapes_2,FALSE,naming_shapes,22,-15,2015-01-12 07:11:56.67748 UTC,0,圖形的命名2,圖形的命名2,basic-geometry,geometry
multiplication_association_word_problems,TRUE,distributive_property,15,-2,2014-08-31 07:05:35.15888 UTC,18,具體情境中理解乘法結合律,具體情境理解乘法結合律,order-of-operations,arithmetic
comparison_between_numbers_within_ten,TRUE,"number_sequence_within_ten,count_number_to_20,comparison_between_numbers_within_ten_0.5",-3,4,2014-09-04 07:19:04.69388 UTC,7,10以內的數兩兩比較大小,10以內數兩兩比較大小,addition-subtraction,arithmetic
measuring_lengths_2,TRUE,measuring_lengths_1,23,-16,2015-01-19 10:04:21.7027 UTC,5,量量看2,量量看2,basic-geometry,geometry
metric_weight_unit_selection,TRUE,metric_weight_unit_conversion,17,6,2013-12-24 07:39:10.70782 UTC,4,填入適當的重量單位,填入適當的重量單位,unit-conversion,arithmetic
speed_equal_to_distance_divide_time,TRUE,"telling_time_comparing,rounding_numbers,rate_problems_0.5",30,-10,2014-01-24 03:59:58.07813 UTC,14,速度等於距離除以時間,速度距離時間,rates-and-ratios,arithmetic
pythagorean_thaorem_application,FALSE,pythagorean_theorem_1,40,-13,2014-08-31 17:34:14.97107 UTC,10,畢氏定理及其應用,畢氏定理及其應用,pythagorean-theorem,algebra
order_by_length,FALSE,,0,0,2015-03-03 10:34:48.92033 UTC,0,,New Ex,N/A,N/A
gcd_of_life,TRUE,greatest_common_divisor,14,-8,2014-08-01 09:05:55.22494 UTC,26,最大公因數的生活應用問題,最大公因數生活應用問題,factors-multiples,arithmetic
quadratic_function_graphing,TRUE,quadratic_function_concept,33,-3,2014-08-31 17:09:20.11181 UTC,10,二次函數的圖形,二次函數的圖形,algebra-functions,algebra
tenfold_and_hundred_fold,TRUE,,1,-10,2015-02-10 11:41:57.41745 UTC,4,整十倍與整百倍,整十倍與整百倍,addition-subtraction,arithmetic
polygon_geometry_characteristic,TRUE,geometry_proofs_2,40,-26,2014-08-31 15:51:03.75567 UTC,6,正多邊形的幾何性質與應用,正多邊形幾何性質與應用,congruent-triangles,geometry
seq_understaning_arithmetic_sequence_1,TRUE,seq_understanding_sequence_2,30,2,2015-02-04 15:03:45.28029 UTC,6,認識等差數列1,認識等差數列1,sequence_and_series,arithmetic
time_word_problem_2,TRUE,"subtraction_3,telling_time_2",7,10,2013-11-29 09:41:31.35107 UTC,9,時間應用題 2,時間應用題2,telling-time,arithmetic
sectors_as_fraction_of_circles_1,TRUE,circles_and_arcs,42,-21,2014-03-17 06:55:34.07876 UTC,11,扇形與圓心角1,扇形與圓心角1,circle-properties,geometry
solving_linear_inequalities,TRUE,linear_inequalities,32,13,2014-06-26 04:25:06.49373 UTC,16,解一元一次不等式,解一元一次不等式,solving-linear-equations-and-inequalities,algebra
multiplying_decimal_integer,TRUE,integers_multiply_decimals2,12,2,2014-08-31 05:39:28.15707 UTC,9,整數乘以小數1,整數乘以小數1,decimals,arithmetic
compound_numbers_world_problems,TRUE,,1,-9,2015-02-10 11:37:26.26862 UTC,10,以複名數解決量的文字應用題,複名數文字應用題,unit-conversion,arithmetic
place_value_concept,FALSE,place_value,12,9,2014-09-03 09:14:31.325 UTC,16,"位值概念延伸整數認識大數(含億, 兆)",位值概念整數認識大數,decimals,arithmetic
ordering_numbers,TRUE,ordering_fractions,25,-14,2012-10-11 17:54:30.77161 UTC,11,數字的排序,排數字,fractions,arithmetic
converting_between_slope_intercept_and_standard_form,TRUE,slope_intercept_form,40,10,2012-10-11 17:54:49.3911 UTC,12,斜截式與標準式之間的轉換,斜截式標準式轉換,linear-equations-and-inequalitie,algebra
adding_and_subtracting_polynomials,TRUE,equation_of_a_line,45,-7,2012-10-11 17:55:03.35265 UTC,9,加減多項式,#NAME?,polynomials,algebra
triangle_inequality_theorem,TRUE,triangle_angles_1,33,-18,2012-10-11 17:55:44.55729 UTC,7,三角不等式定理,三角不等式定理,triangle-properties,geometry
counting_2,FALSE,counting_1,27,0,2012-10-11 17:55:53.2918 UTC,6,這要怎麼數 2,數東西2,probability,probability-statistics
multiplying_fractions,TRUE,multiplying_fractions_0.5,23,-11,2012-10-11 17:54:32.75018 UTC,7,分數乘法,乘分數,fractions,arithmetic
subtracting_decimals,TRUE,subtracting_decimals_0.5,13,6,2012-10-11 17:54:43.91313 UTC,17,小數的減法,減小數,decimals,arithmetic
alternate_interior_angles_2,TRUE,"parallel_lines_1,congruent_angles",32,-28,2012-10-11 17:55:41.44679 UTC,8,內錯角 2,內錯角2,parallel-and-perpendicular-lines,geometry
similar_triangles_1,TRUE,"congruent_triangles_2,triangles_similar_nature",37,-33,2012-10-11 17:55:46.1442 UTC,6,相似三角形 1,相似三角形1,similar-triangle,geometry
simplifying_expressions_with_exponents,TRUE,exponent_rules,21,7,2012-10-11 17:55:13.3079 UTC,13,簡化指數,簡化指數,exponents-radicals,algebra
addition_1,TRUE,,0,5,2012-10-11 17:54:14.85724 UTC,4,一位數的加法,加法1,addition-subtraction,arithmetic
supplementary_angles,TRUE,angle_types,26,-18,2012-10-11 17:55:40.41353 UTC,6,補角,補角,segments-and-angles,analytic-geometry
division_word_problems_2,TRUE,"division_word_problems_1,division_3",11,-6,2013-11-07 12:57:05.93587 UTC,7,除法應用題2,除法應用題2,multiplication-division,arithmetic
division_2.9,TRUE,division_2,10,-8,2013-11-07 12:54:57.38981 UTC,8,有餘數的除法1,除法2.9,multiplication-division,arithmetic
matrix_mul_two,FALSE,"matrix_add_sub_3,matrix_add_sub_3",51,16,2014-04-30 07:23:40.23105 UTC,10,兩個矩陣的乘法,兩個矩陣的乘法,N/A,N/A
matrix_add_sub_2,TRUE,"systems_of_equations_with_elimination,matrix_basic_percentage",49,15,2014-04-09 04:43:55.83236 UTC,9,兩個矩陣的加減,兩個矩陣的加減,vectors-matrix,algebra
volume_box_cover,TRUE,"volume_box,volume_space",38,-17,2014-02-06 04:22:57.22731 UTC,14,有蓋子的盒子容積計算,有蓋子的盒子容積計算,area-perimeter-and-volume,geometry
ratio_money,TRUE,ratio_word_problems,30,-8,2014-04-02 06:23:43.83657 UTC,12,金錢的比例加成,金錢的比例加成,rates-and-ratios,arithmetic
volume_of_rectangular_boxes_3,TRUE,volume_of_rectangular_boxes_2,39,-18,2014-02-14 08:02:10.35465 UTC,7,長方體的體積3,長方體的體積3,area-perimeter-and-volume,geometry
understanding_comparing_angle,TRUE,recognizing_rays_lines_and_line_segments,24,-20,2014-09-04 07:02:18.58393 UTC,6,認識角並比較角的大小,認識角並比較角的大小,basic-geometry,geometry
seq-understaning-arithmetic-sequence,FALSE,,-10,-17,2015-01-26 12:35:38.61627 UTC,0,,New Ex,N/A,N/A
application_of_scientific_notation_2,TRUE,application_of_scientific_notation,25,1,2014-08-31 04:33:40.51641 UTC,18,科學記號的應用問題,科學記號的應用問題,exponents-radicals,algebra
simple_calculation_of_composite_volume,FALSE,,2,-10,2015-03-02 22:09:55.53136 UTC,0,簡單複合形體的體積計算,簡單複合形體的體積計算,N/A,N/A
nature_of_isosceles_triangle,TRUE,range_of_triangle_sides_2,35,-22,2014-07-24 02:32:54.94106 UTC,7,等腰三角形的性質,等腰三角形的性質,triangle-properties,geometry
negative_numbers_multiply_divide,FALSE,"adding_and_subtracting_negative_numbers,multiplying_and_dividing_negative_numbers_new",21,10,2014-05-21 04:36:42.19521 UTC,6,負數的乘除運算,負數的乘除運算,absolute-value,algebra
matrix_add_zero_negative,TRUE,matrix_add_sub_2,50,15,2014-04-09 04:47:01.14771 UTC,5,與零矩陣或與負矩陣的加減,零矩陣或負矩陣,vectors-matrix,algebra
planar_graph_resizing,TRUE,congruent_triangles_2,38,-28,2014-08-31 15:49:36.1394 UTC,6,平面圖形的縮放,平面圖形的縮放,congruent-triangles,geometry
division_4,TRUE,division_3,11,-7,2012-10-11 17:54:19.86159 UTC,10,多位數的除法,除法 4,multiplication-division,arithmetic
inequalities_on_a_number_line,TRUE,"linear_equations_1,realizing_inequalities",29,11,2012-10-11 17:54:53.59721 UTC,8,數線上的不等式,數線不等,solving-linear-equations-and-inequalities,algebra
new_definitions_2,TRUE,new_definitions_1,35,3,2012-10-11 17:55:21.66013 UTC,18,定義運算子 2,定義運算子2,algebra-functions,algebra
areas_of_trapezoids_rhombi_and_kites,FALSE,,35,-17,2012-10-11 17:55:33.04742 UTC,7,梯形、菱形與風箏形,梯形風箏形,area-perimeter-and-volume,geometry
same_side_exterior_angles_2,TRUE,"parallel_lines_1,congruent_angles",32,-24,2012-10-11 17:55:42.40423 UTC,13,同側外角 2,同側外角2,parallel-and-perpendicular-lines,geometry
congruency_postulates,TRUE,angles_2,35,-26,2012-10-11 17:55:46.68566 UTC,11,三角形的全等性質,全等性質,congruent-triangles,geometry
independent_probability,TRUE,probability_1,29,0,2012-10-11 17:55:54.34918 UTC,24.75,獨立事件機率,獨立機率,probability,probability-statistics
adding_fractions,TRUE,"adding_fractions_with_common_denominators,simplifying_fractions",22,-5,2012-10-11 17:54:35.87116 UTC,23,分數加法,分數加法,fractions,arithmetic
absolute_value_equations,TRUE,linear_equations_3,31,12,2012-10-11 17:54:55.03445 UTC,10,絕對值方程式,絕對值方程式,solving-linear-equations-and-inequalities,algebra
range_of_a_function,TRUE,"functions_2,domain_and_range_0.5",36,1,2012-10-11 17:55:19.60651 UTC,8,函數的值域,函數的值域,algebra-functions,algebra
angles_1,TRUE,triangle_types,31,-20,2012-10-11 17:55:36.60789 UTC,9,角度 1,角度1,triangle-properties,geometry
logical_arguments_deductive_reasoning,FALSE,converse_inverse_and_contrapositive,32,-33,2012-10-11 17:55:48.9511 UTC,5,邏輯推理,邏輯推理,logical-reasoning,logics
conditional_statements_and_truth_value,FALSE,"converse_inverse_and_contrapositive,conditional_statements_2",32,-32,2012-10-11 17:55:49.75877 UTC,5,條件命題與真值,條件命題與真值,logical-reasoning,logics
exponents_1,TRUE,multiplying_and_dividing_negative_numbers,18,3,2012-10-11 17:55:12.46207 UTC,5,指數 1,指數1,exponents-radicals,algebra
absolute_value_of_complex_numbers,TRUE,"the_complex_plane,distance_formula,complex_number_polar_form_intuition_new",47,-13,2012-10-11 17:55:26.29427 UTC,7,複數的絕對值,複數絕對值,complex-numbers,algebra
understanding_decimals_place_value,TRUE,place_value,14,4,2012-10-11 17:54:43.09103 UTC,19,小數的位值,小數位值,decimals,arithmetic
same_side_exterior_angles,TRUE,segment_addition,30,-24,2012-10-11 17:55:37.8201 UTC,6,同側外角,同側外角,parallel-and-perpendicular-lines,geometry
counting_1,FALSE,"exponents_1,adding_and_subtracting_fractions",26,0,2012-10-11 17:55:54.13207 UTC,5,這要怎麼數 1,數東西1,probability,probability-statistics
proportions_2,TRUE,proportions_1,30,-9,2012-10-11 17:54:12.67137 UTC,10,比值 2,比值2,rates-and-ratios,arithmetic
alternate_exterior_angles_2,TRUE,"parallel_lines_1,congruent_angles",32,-26,2012-10-11 17:55:41.93548 UTC,7,外錯角 2,外錯角2,parallel-and-perpendicular-lines,geometry
adding_and_subtracting_negative_numbers,TRUE,adding_negative_numbers,18,11,2012-10-11 17:54:16.34286 UTC,5,負數的加與減,#NAME?,absolute-value,algebra
subtraction_4,TRUE,"subtraction_3,adding_subtracting_carry_3,adding_subtracting_no_carry_3",7,6,2012-10-11 17:54:17.45929 UTC,11,三位數與四位數的減法(需借位),四位數的減法借位,addition-subtraction,arithmetic
perimeter_of_sector,TRUE,sectors_as_fraction_of_circles_2,44,-20,2014-09-04 05:15:39.5194 UTC,23,扇形的周長計算,扇形的周長計算,circle-properties,geometry
angle_of_osculation,TRUE,inscribed_angles_3,45,-22,2014-07-24 02:11:58.38256 UTC,10,弦切角,弦切角,circle-properties,geometry
radius_diameter_and_circumference_314_1,TRUE,,21,-18,2014-06-27 07:19:17.61193 UTC,12,圓周長的計算,圓周長的計算,basic-geometry,geometry
equivalent_fractions_conversion,TRUE,denominator_comparison,22,-7,2014-08-31 06:25:00.57119 UTC,7,能用約分擴分處理等值分數的換算,約分擴分做等值分數換算,fractions,arithmetic
understand_percentage,TRUE,,0,-11,2015-02-10 11:42:58.91147 UTC,4,認識百分率,認識百分率,ratio-percentage,arithmetic
radius_and_diameter,TRUE,perimeter_of_squares_and_rectangles,20,-18,2013-12-25 07:52:59.33415 UTC,4,半徑與直徑,半徑與直徑,basic-geometry,geometry
evolution_bctest_cap,TRUE,,-4,-7,2015-01-19 07:09:18.05027 UTC,5,演化基測題,演化基測題,biology,biology
l_ml_arithmatic,TRUE,l_ml_transform,17,9,2014-06-27 07:18:29.60418 UTC,21,公升和毫公升的加減運算2,公升和毫公升加減運算2,unit-conversion,arithmetic
common_factor_advance,FALSE,common_factor,49,-5,2014-06-26 02:51:00.9031 UTC,10,提公因式做因式分解(進階),提公因式做因式分解進階,polynomials,algebra
multiple_unit_transate,TRUE,metric_area_unit_comparison,19,7,2014-08-31 05:38:13.61037 UTC,15,能以複名數解決量的計算問題,複名數解決量的計算問題,decimals,arithmetic
subtraction_and_addition,TRUE,subtraction_4,9,6,2014-09-03 09:41:15.4108 UTC,14,具體情境解決兩步驟問題(加減與除不含併式),解決加減除兩步驟問題,addition-subtraction,arithmetic
special_right_triangles,TRUE,pythagorean_theorem_1,40,-12,2014-07-08 07:07:59.19232 UTC,8,特殊直角三角形,特殊直角三角形,pythagorean-theorem,algebra
basic_concepts_of_probability_1,TRUE,probability_1,29,1,2014-07-08 07:02:25.0325 UTC,5,機率的基本概念1,機率的基本概念1,probability,probability-statistics
finding_axis_of_symmetry,TRUE,axis_of_symmetry,44,-31,2014-02-14 07:59:42.9293 UTC,4,找出對稱軸,找出對稱軸,transformations,geometry
planting_problems,TRUE,"counting_2,regular_number_of_columns",29,2,2014-06-09 09:43:26.73626 UTC,10,植樹問題,植樹問題,probability,probability-statistics
combining_like_terms_with_two_variables,TRUE,"writing_expressions_w_two_var,simplificate_ractional_formula",29,6,2014-03-17 05:17:09.23519 UTC,20,簡化式子-兩個變數,簡化式子-兩個變數,solving-linear-equations-and-inequalities,algebra
find_gcd_and_lcm,TRUE,,12,-13,2015-01-21 04:05:56.97706 UTC,7,找出最大公因數與最小公倍數,找最大公因數最小公倍數,factors-multiples,arithmetic
graphing_scaling,TRUE,area_relationship_larger_narrow_num,39,-31,2014-08-31 04:43:16.02048 UTC,17,繪製放大圖與縮小圖,繪製放大圖與縮小圖,similar-triangle,geometry
definition_opposite_number,TRUE,number_line_3,16,10,2014-08-01 09:04:48.72879 UTC,6,相反數,相反數,absolute-value,algebra
scale,TRUE,ratio_and_the_ratio_of,28,-10,2014-09-04 05:20:23.16503 UTC,8,比例尺,比例尺,rates-and-ratios,arithmetic
pyramidal_prism,TRUE,areas_of_kites,36,-22,2014-09-03 10:18:07.26261 UTC,9.5,"認識球,直圓柱,直角錐,直角柱,正角錐","球,直圓柱,直角錐",area-perimeter-and-volume,geometry
comparison_between_numbers_within_ten_0.5,TRUE,number_sequence_within_ten,-3,5,2014-12-29 15:26:53.48662 UTC,6,10以內的數兩兩比大小0.5,10以內數比大小0.5,addition-subtraction,arithmetic
arithmetic_series_1,TRUE,arithmetic_sequences_3,31,4,2014-03-07 09:21:18.22902 UTC,43,等差級數1,等差級數1,sequence_and_series,arithmetic
kg_g_unit_transform2,TRUE,kg_g_unit_transform,18,4,2014-09-03 09:13:00.74428 UTC,6,公斤與公克的單位換算2,公斤與公克的單位換算2,decimals,arithmetic
graphing_points_fraction_2,TRUE,graphing_points,34,11,2014-09-04 05:13:16.8374 UTC,13,直角坐標平面-點的繪製2,直角坐標平面點的繪製2,linear-equations-and-inequalitie,algebra
surface_area_of_cylinders,TRUE,areas_of_circles_and_sectors,38,-22,2014-02-14 08:03:12.56295 UTC,10,圓柱的表面積,圓柱的表面積,area-perimeter-and-volume,geometry
decimals_on_the_number_line_2_new,TRUE,decimals_on_the_number_line_1,9,2,2015-01-29 09:42:16.01794 UTC,5,在數線上的小數2,在數線上的小數2,decimals,arithmetic
seq_sequence_pattern_1,TRUE,seq_understanding_sequence_2,29,4,2015-02-26 16:32:48.34448 UTC,7.25,數列的規律1,數列的規律1,sequence_and_series,arithmetic
percentage_concept,TRUE,creating_box_and_whisker_plots,19,-20,2014-08-31 17:18:33.39798 UTC,5,百分位數,百分位數,statistics,probability-statistics
proportional_calculation,TRUE,direct_and_inverse_variation,35,4,2014-06-26 04:09:06.03819 UTC,20,正比的計算,正比的計算,rates-and-ratios,arithmetic
reproduction,FALSE,,-9,-18,2015-02-16 14:15:18.28855 UTC,0,,New Ex,N/A,N/A
geometry_categorial_proposition,TRUE,quadrilateral_types,34,-12,2014-08-31 17:26:18.15279 UTC,6,從幾何圖形性質判斷包含關係,從幾何圖形性質判斷包含,quadrilaterals-and-polygons,geometry
arc_length_and_circular_sector_area,TRUE,area_of_fans,45,-21,2014-08-31 17:13:54.27579 UTC,6,弧長與扇形面積2,弧長與扇形面積2,circle-properties,geometry
count_numbers,TRUE,representing_numbers,-1,2,2014-07-24 02:23:08.21879 UTC,5,數一數2,數一數2,addition-subtraction,arithmetic
number_sense_weight_l3,TRUE,number_sense_weight_l2,8,16,2015-02-10 12:00:42.46917 UTC,5,重量的量感3,重量的量感3,quantity-sense,arithmetic
basic_concept_of_congruent_triangles,TRUE,"parallel_lines_2,meaning_congruent_planar_graph,parallel_lines_proportion",34,-27,2014-07-24 02:33:42.43746 UTC,13,全等三角形的基本概念,全等三角形的基本概念,congruent-triangles,geometry
number_sequence_within_ten,TRUE,separation_and_union,-3,6,2014-09-03 09:38:06.58709 UTC,5,10以內的數序,10以內的數序,addition-subtraction,arithmetic
solving_for_the_x-intercept,TRUE,solving_for_the_y-intercept,38,10,2012-10-11 17:54:49.76964 UTC,5,解 x-截點,x-截點,linear-equations-and-inequalitie,algebra
systems_of_equations,TRUE,"systems_of_equations_with_substitution,systems_of_equations_with_elimination",49,11,2012-10-11 17:55:07.92923 UTC,38.25,聯立方程式,聯立方程式,systems-of-eq-and-ineq,algebra
division_0.5,TRUE,multiplication_1,5,-7,2012-10-11 17:54:22.16111 UTC,4,基礎的除法,除法 0.5,multiplication-division,arithmetic
line_relationships,TRUE,equation_of_a_line,43,7,2012-10-11 17:55:06.54107 UTC,9,線之間的關係,線之間的關係,linear-equations-and-inequalitie,algebra
inverse_trig_functions,TRUE,trigonometry_2,52,-25,2012-10-11 17:55:50.59536 UTC,9,反三角函數,反三角函數,trigonometry,analytic-geometry
converting_decimals_to_fractions_2,TRUE,converting_decimals_to_fractions_1,25,-4,2012-10-11 17:54:29.13964 UTC,10,小數轉換成分數 2,小數轉分數2,fractions,arithmetic
multiplying_mixed_numbers_1,TRUE,"converting_mixed_numbers_and_improper_fractions,multiplying_fractions",24,-9,2012-10-11 17:54:33.29241 UTC,30,帶分數乘法 1,乘帶分數1,fractions,arithmetic
recognizing_fractions_0.5,TRUE,"order_of_operations,writing_fractions_1",18,-2,2012-10-11 17:54:38.99996 UTC,7,認得分數0.5,認分數0.5,fractions,arithmetic
triangle_angles_1,TRUE,"triangle_angles_sum,triangle_types",32,-19,2012-10-11 17:55:47.40131 UTC,9,三角形的角度 1,三角形角度1,triangle-properties,geometry
derivative_intuition,TRUE,limits_2,57,-25,2012-10-11 17:56:04.21004 UTC,27,微分的概念,微分概念,calculus,calculus
angle types,FALSE,,-12,-19,2012-10-12 05:16:42.75864 UTC,7,角的種類,角的種類,N/A,N/A
domain_and_range_0.5,TRUE,functions_1,35,0,2012-10-11 17:55:20.04269 UTC,7,函數的定義域 0.5,函數的定義域0.5,algebra-functions,algebra
similar_triangles_2,TRUE,similar_triangles_1,38,-33,2012-10-11 17:55:45.76342 UTC,6,相似三角形 2,相似三角形2,similar-triangle,geometry
product_rule,TRUE,"power_rule,special_derivatives",60,-26,2012-10-11 17:56:03.17456 UTC,8,函數相乘的微分公式,乘法律,calculus,calculus
place_value,TRUE,"adding_decimals_2,recognize_decimal_percentile_position",13,4,2012-10-11 17:54:40.32625 UTC,5,位值,位值,decimals,arithmetic
dividing_decimals_0.5,TRUE,division_3,12,0,2012-10-11 17:54:41.96446 UTC,7,小數的除法 0.5,除小數0.5,decimals,arithmetic
area_of_squares_and_rectangles,TRUE,"area_1,area_unit_cm_square",19,-17,2012-10-11 17:55:30.54338 UTC,4,正方形與長方形的面積,長方面積,basic-geometry,geometry
division_1.4,TRUE,"division_0.9,division_1",8,-8,2013-11-07 12:53:17.57427 UTC,5,二位數的整除1,除法1.4,multiplication-division,arithmetic
inequalities_and_expressions,TRUE,marking_inequalities_range_on_a_number_line,31,15,2014-08-31 17:42:02.3526 UTC,9,限定範圍的直線方程式,限定範圍的直線方程式,solving-linear-equations-and-inequalities,algebra
dividing_polynomials_4,TRUE,dividing_polynomials_3,51,-8,2014-05-07 06:01:34.48665 UTC,28,多項式除以多項式3,多項式除以多項式3,polynomials,algebra
basic_concepts_of_probability_2,TRUE,basic_concepts_of_probability_1,30,1,2014-07-08 07:02:54.09148 UTC,7,機率的基本概念2,機率的基本概念2,probability,probability-statistics
composing_shapes,TRUE,,16,-18,2015-01-21 04:30:38.09904 UTC,8,組合圖形,組合圖形,basic-geometry,geometry
solving_problems_with_picture_graphs_1,TRUE,,15,-22,2015-01-21 03:53:41.14807 UTC,8,看圖解答,看圖解答,statistics,probability-statistics
number_sense_weight_l2,TRUE,number_sense_weight_l1,7,16,2015-02-10 11:58:31.25416 UTC,4,重量的量感2,重量的量感2,quantity-sense,arithmetic
geometry_about_circle_concept,TRUE,circles_and_arcs,41,-19,2014-08-31 16:04:32.33136 UTC,16,圓的幾何性質與應用,圓的幾何性質與應用,circle-properties,geometry
